seller_zip_code_prefix,seller_city,seller_state
20051,rio de janeiro,RJ
3382,sao paulo,SP
81200,curitiba,PR
3673,sao paulo,SP
86802,apucarana,PR
2189,sao paulo,SP
3077,sao paulo,SP
6036,osasco,SP
5030,sao paulo,SP
5634,sao paulo,SP
41820,salvador,BA
6753,taboao da serra,SP
3059,sao paulo,SP
13660,porto ferreira,SP
14470,pedregulho,SP
9210,santo andre,SP
93542,novo hamburgo,RS
30111,belo horizonte,MG
13930,serra negra,SP
83015,sao jose dos pinhais,PR
8730,mogi das cruzes,SP
95560,torres,RS
49055,aracaju,SE
13484,limeira,SP
88316,itajai,SC
88135,santa catarina,SC
81930,curitiba,PR
95076,caxias do sul,RS
8111,sao paulo,SP
89254,jaragua do sul,SC
3331,sao paulo,SP
80060,curitiba,PR
38770,joao pinheiro,MG
9271,santo andre,SP
86706,arapongas,PR
15115,bady bassitt,SP
89053,blumenau,SC
3632,sao paulo,SP
78552,sinop,MT
3804,sao paulo,SP
13330,indaiatuba,SP
17510,marilia,SP
85065,guarapuava,PR
83707,araucaria,PR
92030,canoas,RS
18683,lencois paulista,SP
95110,caxias do sul,RS
36015,juiz de fora,MG
12020,taubate,SP
2992,sao paulo,SP
88115,sao jose,SC
29090,vitoria,ES
3225,sao paulo,SP
7013,guarulhos,SP
14300,batatais,SP
95082,caxias do sul,RS
33400,lagoa santa,MG
9911,sao paulo,SP
4711,sao paulo,SP
89801,chapeco,SC
85801,cascavel,PR
40285,salvador,BA
20520,rio de janeiro,RJ
11701,praia grande,SP
80710,curitiba,PR
5051,sao paulo,SP
8840,mogi das cruzes,SP
87502,umuarama,PR
83709,araucaria,PR
9690,sao bernardo do campo,SP
8225,sao paulo,SP
31110,belo horizonte,MG
6460,barueri,SP
9220,santo andre,SP
4602,sao paulo,SP
88359,brusque,SC
4781,sao paulo,SP
95055,caxias do sul,SP
87083,maringa,PR
18040,sorocaba,SP
3244,sao paulo,SP
16200,birigui,SP
5782,sao paulo,SP
26112,belford roxo,RJ
29156,cariacica,ES
13272,valinhos,SP
13101,campinas,SP
13043,campinas,SP
4111,sao paulo,SP
13820,monte alegre do sul,SP
3087,sao paulo,SP
9370,maua,SP
12903,sau paulo,SP
35590,lagoa da prata,MG
95690,rolante,RS
4216,sao paulo,SP
4119,sao paulo,SP
2755,sao paulo,SP
3057,sao paulo,SP
9570,sao caetano do sul,SP
9070,santo andre,SP
25963,teresopolis,RJ
13604,araras,SP
18480,itaporanga,SP
13330,indaiatuba,SP
9810,sao bernardo do campo,SP
9010,santo andre,SP
37564,borda da mata,MG
13015,campinas,SP
3513,sao paulo,SP
7113,guarulhos,SP
14406,franca,SP
18680,lencois paulista,SP
4308,sao paulo,SP
14940,ibitinga,SP
89218,joinville,SC
81350,curitiba,PR
1209,sao paulo,SP
6290,osasco,SP
11704,praia grande,SP
7122,guarulhos,SP
22785,rio de janeiro,RJ
7094,guarulhos,SP
9895,sao bernardo do campo,SP
8215,sao paulo,SP
13561,sao carlos,SP
5319,sao paulo,SP
30710,belo horizonte,MG
86707,arapongas,PR
83605,campo largo,PR
18131,sao roque,SP
14804,araraquara,SP
2274,sao paulo,SP
25550,sao joao de meriti,RJ
9380,maua,SP
6501,santana de parnaiba,SP
4880,sao paulo,SP
12955,bom jesus dos perdoes,SP
3449,sao paulo,SP
4296,sao paulo,SP
4564,sao paulo,SP
5639,sao paulo,SP
2047,sao paulo,SP
83820,fazenda rio grande,PR
4186,sao paulo,SP
5059,sao paulo,SP
5588,sao paulo,SP
9291,santo andre,SP
17380,brotas,SP
3236,sao paulo,SP
2376,sao paulo,SP
9111,santo andre,SP
8411,sao paulo,SP
2034,sao paulo,SP
14940,ibitinga,SP
44900,irece,BA
79400,coxim,MS
8577,itaquaquecetuba,SP
14940,ibitinga,SP
3184,sao paulo,SP
17210,jau,SP
29102,vila velha,ES
36408,conselheiro lafaiete,MG
83322,pinhais,PR
88704,tubarao,SC
8320,sao paulo,SP
38442,araguari,MG
3548,sao paulo,SP
86050,londrina,PR
5528,sao paulo,SP
20931,rio de janeiro,RJ
6341,carapicuiba,SP
6714,cotia,SP
86804,apucarana,PR
5727,sao paulo,SP
13900,amparo,SP
92120,canoas,RS
89900,sao miguel do oeste,SC
28630,nova friburgo,RJ
36500,uba,MG
89114,gaspar,SC
28800,rio bonito,RJ
7174,guarulhos,SP
90640,porto alegre,RS
88501,lages,SC
80420,curitiba,PR
16300,penapolis,SP
1023,sao paulo,SP
6341,carapicuiba,SP
4447,sao paulo,SP
19814,assis,SP
89170,laurentino,SC
13275,valinhos,SP
5503,sao paulo,SP
37540,santa rita do sapucai,MG
13202,jundiai,SP
81110,curitiba,PR
29304,cachoeiro de itapemirim,ES
8150,sao paulo,SP
86706,arapongas,PR
31030,belo horizonte,MG
20031,rio de janeiro,RJ
5048,sao paulo,SP
86975,mandaguari,PR
81070,curitiba,PR
37074,varginha,MG
6795,taboao da serra,SP
36500,uba,MG
81560,curitiba,SP
89219,joinville,SC
9370,maua,SP
6717,cotia,SP
13211,jundiai,SP
5373,sao paulo,SP
12226,sao jose dos campos,SP
15015,sao jose do rio preto,SP
88020,florianopolis,SC
12328,jacarei,SP
13501,rio claro,SP
14405,franca,SP
14085,ribeirao preto,SP
4776,sau paulo,SP
6730,vargem grande paulista,SP
87050,maringa,PR
30775,belo horizonte,MG
37590,jacutinga,MG
32372,contagem,MG
6280,sao paulo,SP
14403,franca,SP
74323,goiania,GO
13835,conchal,SP
30140,belo horizonte,MG
14940,ibitinga,SP
3178,sao paulo,SP
86192,cambe,PR
29107,vila velha,ES
20061,rio de janeiro,RJ
90020,porto alegre,RS
35680,itauna,MG
94965,cachoeirinha,RS
14940,ibitinga,SP
17201,jau,SP
2066,sao paulo,SP
4283,sao paulo,SP
81280,curitiba,PR
73020,brasilia,DF
86990,marialva,PR
9230,santo andre,SP
20930,rio de janeiro,RJ
3827,sao paulo,SP
18131,sao roque,SP
4615,sao paulo,SP
37135,alfenas,MG
88330,balneario camboriu,SC
5269,sao paulo,SP
13503,rio claro,SP
9541,sao caetano do sul,SP
12209,sao jose dos campos,SP
35570,formiga,MG
21635,rio de janeiro,RJ
81130,curitiba,PR
1123,sao paulo,SP
88035,florianopolis,SC
88138,palhoca,SC
9721,sao bernardo do capo,SP
13480,limeira,SP
18052,sorocaba,SP
7031,guarulhos,SP
22640,rio de janeiro,RJ
4809,sao paulo,SP
36576,vicosa,MG
80420,curitiba,PR
6018,osasco,SP
89220,joinville,SC
37540,santa rita do sapucai,MG
1541,sao paulo,SP
22713,rio de janeiro,RJ
14580,guara,SP
88301,itajai,SP
86061,londrina,PR
9560,sao paulo,SP
86185,cambe,PR
60710,fortaleza,CE
8260,sao paulo,SP
13505,rio claro,SP
9020,santo andre,SP
12940,atibaia,SP
4794,sao paulo,SP
4761,sao paulo,SP
9416,ribeirao pires,SP
29704,colatina,ES
9750,sao bernardo do campo,SP
85501,pato branco,PR
7866,franco da rocha,SP
13178,sumare,SP
26562,mesquita,RJ
3270,sao paulo,SP
4801,sao paulo,SP
12246,sao jose dos campos,SP
4307,sao paulo,SP
37480,lambari,MG
85853,foz do iguacu,PR
4186,sao paulo,SP
32677,betim,MG
80215,curitiba,PR
83830,fazenda rio grande,PR
32110,contagem,MG
9182,santo andre,SP
18604,botucatu,SP
3564,sao paulo,SP
8021,sao paulo,SP
3526,sao paulo,SP
8717,mogi das cruzes / sp,SP
14090,ribeirao preto,SP
85900,toledo,PR
88032,florianopolis,SC
84020,ponta grossa,PR
29300,cachoeiro de itapemirim,ES
89650,treze tilias,SC
18681,lencois paulista,SP
13015,campinas,SP
22050,rio de janeiro \rio de janeiro,RJ
15015,sao jose do rio preto,SP
88490,paulo lopes,SC
3122,sao paulo,SP
22793,rio de janeiro,RJ
70235,brasilia,DF
88350,brusque,SC
88036,florianopolis,SC
89540,santa cecilia,SC
17026,bauru,SP
15603,fernandopolis,SP
13033,campinas,SP
88750,braco do norte,SC
4281,sao paulo,SP
5571,sao paulo,SP
87120,floresta,PR
8080,sao paulo,SP
35701,sete lagoas,MG
95170,farroupilha,RS
84178,castro,PR
3275,sao paulo,SP
72801,luziania,GO
35930,joao monlevade,MG
96020,pelotas,RS
8790,mogi das cruzes,SP
88050,florianopolis,SC
58865,sao bento,PB
12916,braganca paulista,SP
91350,porto alegre,RS
5685,sao paulo,SP
89259,jaragua do sul,SC
28035,campos dos goytacazes,RJ
95013,caxias do sul,RS
37570,ouro fino,MG
83040,sao jose dos pinhas,PR
27972,macae,RJ
8710,mogi das cruzes,SP
18530,tiete,SP
4087,sao paulo,SP
94410,viamao,RS
22745,rio de janeiro,RJ
39442,janauba,MG
13360,capivari,SP
5734,sao paulo,SP
85875,santa terezinha de itaipu,PR
4180,sao paulo,SP
38400,uberlandia,MG
3031,sao paulo,SP
85863,foz do iguacu,PR
9831,sao bernardo do campo,SP
4378,sao paulo,SP
16022,aracatuba,SP
95650,igrejinha,RS
3031,sao paulo,SP
89287,sao bento do sul,SC
3194,sao paulo,SP
13481,limeira,SP
32315,contagem,MG
31535,belo horizonte,MG
25251,duque de caxias,RJ
38182,araxa,MG
14784,barretos,SP
13311,itu,SP
9271,santo andre,SP
86065,londrina,PR
35501,divinopolis,MG
37048,varginha,MG
9015,santo andre,SP
32604,betim,MG
89460,canoinhas,SC
88801,criciuma,SC
80060,curitiba,PR
83321,pinhais,PR
14940,ibitinga,SP
13570,sao carlos,SP
84010,ponta grossa,PR
13912,jaguariuna,SP
3035,sao paulo,SP
29010,vitoria,ES
35501,divinopolis,MG
22775,rio de janeiro,RJ
14910,tabatinga,SP
30421,belo horizonte,MG
15025,sao jose do rio preto,SP
3550,sao paulo,SP
2022,sao paulo,SP
89251,jaragua do sul,SC
14940,ibitinga,SP
7183,guarulhos,SP
36504,uba,MG
95900,lajeado,RS
14940,ibitinga,SP
51250,recife,PE
31210,belo horizonte,MG
93608,estancia velha,RS
15085,sao jose do rio preto,SP
87043,maringa,PR
13056,campinas,SP
18130,sao roque,SP
37540,santa rita do sapucai,MG
94910,cachoeirinha,RS
36200,barbacena/ minas gerais,MG
82320,curitiba,PR
88301,itajai,SP
3477,sao paulo,SP
9434,ribeirao pires,SP
17560,vera cruz,SP
12914,braganca paulista,SP
32140,contagem,MG
11015,santos,SP
88037,florianopolis,SC
14020,ribeirao preto,SP
99500,carazinho,RS
59152,parnamirim,RN
9560,sao caetano do sul,SP
9810,sao bernardo do campo,SP
1530,sao paulo,SP
13086,campinas,SP
80020,curitiba,PR
85851,foz do iguacu,PR
18074,sorocaba,SP
6080,osasco,SP
6162,osasco,SP
30285,belo horizonte,MG
1210,sao paulo,SP
8710,mogi das cruzes,SP
13322,salto,SP
3568,sao paulo,SP
98803,santo angelo,RS
21941,rio de janeiro,RJ
9060,santo andre,SP
80240,curitiba,PR
14870,jaboticabal,SP
14940,ibitinga,SP
30315,belo horizonte,MG
14315,batatais,SP
87030,maringa,PR
13272,valinhos,SP
3448,sao paulo,SP
1212,sao paulo,SP
12240,sao jose dos campos,SP
4615,sao paulo,SP
15804,catanduva,SP
9360,maua,SP
7241,guarulhos,SP
82515,curitiba,PR
87140,paincandu,PR
13087,campinas,SP
88136,palhoca,SP
13503,rio claro,SP
8752,mogi das cruzes,SP
9163,santo andre,SP
2750,sao paulo,SP
20910,rio de janeiro,RJ
28605,nova friburgo,RJ
13322,salto,SP
5713,sao paulo,SP
2925,sao paulo,SP
25803,tres rios,RJ
15130,mirassol,SP
5083,sao paulo,SP
13043,campinas,SP
30620,belo horizonte,MG
1042,sao paulo,SP
12228,sao jose dos campos,SP
9111,santo andre,SP
15170,tanabi,SP
3470,sao paulo,SP
74645,goiania,GO
36500,uba,MG
13660,portoferreira,SP
26125,belford roxo,RJ
3643,sao paulo,SP
18080,sorocaba,SP
4810,sao paulo,SP
7032,guarulhos,SP
14312,batatais,SP
2737,sao paulo,SP
6449,barueri,SP
4255,sao paulo,SP
8410,sao paulo,SP
7074,guarulhos,SP
18087,sorocaba,SP
4403,sao paulo,SP
14940,ibitinga,SP
13360,capivari,SP
14806,araraquara,SP
71691,brasilia,DF
14802,araraquara,SP
13257,itatiba,SP
70767,brasilia,DF
4534,sao paulo,SP
21041,rio de janeiro,RJ
87114,sarandi,PR
8223,sao paulo,SP
5767,sao paulo,SP
18110,votorantim,SP
22790,rio de janeiro,RJ
6700,cotia,SP
3520,sao paulo,SP
13920,pedreira,SP
14140,cravinhos,SP
80310,curitiba,PR
80710,curitiba,PR
73020,brasilia,DF
8140,sao paulo,SP
89803,chapeco,SP
75650,morrinhos,GO
1545,sao paulo,SP
14709,bebedouro,SP
29032,vitoria,ES
74560,goiania,GO
89201,joinville,SC
6268,osasco,SP
95913,lajeado,RS
83507,almirante tamandare,PR
19025,presidente prudente,SP
4719,sao paulo,SP
14781,barretos,SP
11250,bertioga,SP
2941,sao paulo,SP
1022,sao paulo,SP
94451,viamao,RS
2537,sao paulo,SP
60110,fortaleza,CE
59077,natal,RN
2972,sao paulo,SP
13210,jundiai,SP
15155,jaci,SP
37704,pocos de caldas,MG
86702,arapongas,PR
95800,venancio aires,RS
20930,rio de janeiro,RJ
30150,belo horizonte,MG
4130,sao paulo,SP
81530,curitiba,PR
14940,ibitinga,SP
82540,curitiba,PR
86800,apucarana,PR
31255,belo horizont,MG
13481,limeira,SP
81350,curitiba,PR
21340,rio de janeiro,RJ
90240,porto alegre,RS
5138,sao paulo,SP
21210,rio de janeiro,RJ
7025,guarulhos,SP
1035,sao paulo,SP
3655,sao paulo,SP
13848,mogi guacu,SP
13560,sao carlos,SP
87900,loanda,PR
4141,sao paulo,SP
14808,araraquara,SP
80430,curitiba,PR
85804,cascavel,PR
4133,sao paulo,SP
93900,ivoti,RS
3635,sao paulo,SP
4424,sao paulo,SP
30170,belo horizonte,MG
80010,curitiba,PR
8180,sao paulo,SP
3589,sao paulo,SP
86385,andira pr,PR
9572,sao caetano do sul,SP
58073,joao pessoa,PB
89120,timbo,SC
4361,sao paulo,SP
81350,curitiba,PR
15840,itajobi,SP
6154,osasco,SP
3933,sao paulo,SP
90220,porto alegre,RS
86706,arapongas,PR
9130,santo andre,SP
7400,aruja,SP
13560,sao carlos,SP
18611,botucatu,SP
88132,palhoca,SC
88330,balneario camboriu,SC
11704,praia grande,SP
32604,betim,MG
3820,sao paulo,SP
35570,formiga,MG
93700,campo bom,RS
1131,sao paulo,SP
6780,taboao da serra,SP
6132,osasco,SP
1127,sao paulo,SP
18760,cerqueira cesar,SP
12952,atibaia,SP
15845,marapoama,SP
95885,imigrante,RS
80740,curitiba,PR
18120,mairinque,SP
83020,sao jose dos pinhais,SP
13570,sao carlos,SP
1207,sao paulo,SP
4558,sao paulo,SP
95020,caxias do sul,RS
13843,mogi guacu,SP
1039,sao paulo,SP
20081,rio de janeiro / rio de janeiro,RJ
90670,porto alegre,RS
9070,santo andre,SP
89219,joinville,SC
4571,sao paulo,SP
13170,sumare,SP
95910,lajeado,RS
37795,andradas,SP
87015,maringa,PR
2611,sao paulo,SP
35501,divinopolis,MG
4123,sao paulo,SP
2316,sao paulo,SP
22745,rio de janeiro,RJ
26230,nova iguacu,RJ
12327,jacarei,SP
9931,diadema,SP
9190,sando andre,SP
80320,curitiba,PR
85906,toledo,PR
25070,duque de caxias,RJ
3178,sao paulo,SP
14403,franca,SP
72580,brasilia,DF
13382,nova odessa,SP
6420,barueri,SP
5413,sao paulo,SP
50751,recife,PE
13145,paulinia,SP
15502,votuporanga,SP
37640,extrema,MG
15400,olimpia,SP
13486,limeira,SP
1311,sao paulo,SP
4142,sao paulo,SP
7112,guarulhos,SP
9015,santo andre,SP
23943,angra dos reis rj,RJ
9015,santo andre,SP
6763,taboao da serra,SP
1129,sao paulo,SP
6180,osasco,SP
88359,brusque,SC
86020,londrina,PR
31160,belo horizonte,MG
85904,toledo,PR
87505,umuarama,PR
5008,sao paulo,SP
16200,birigui,SP
4142,sao paulo,SP
60025,fortaleza,CE
24855,rio de janeiro,RJ
82400,curitiba,PR
80050,curitiba,PR
74230,goiania,GO
99670,ronda alta,RS
5303,sao paulo,SP
2030,sao paulo,SP
3185,sao paulo,SP
2976,sao paulo,SP
11370,sao vicente,SP
88704,tubarao,SC
14940,ibitinga,SP
83327,pinhais/pr,PR
93180,portao,RS
13145,paulinia,SP
13478,americana,SP
81810,curitiba,PR
11900,registro,SP
35570,formiga,MG
86065,londrina,PR
81320,curitiba,PR
3561,sao paulo,SP
4445,sao paulo,SP
80220,curitiba,PR
89030,blumenau,SC
81730,curitiba,PR
21041,rio de janeiro,RJ
19023,presidente prudente,SP
9687,ao bernardo do campo,SP
8452,sao paulo,SP
6060,osasco,SP
82510,curitiba,PR
92010,canoas,RS
14090,ribeirao preto,SP
8032,sao paulo,SP
37564,borda da mata,MG
1319,sao paulo,SP
28630,nova friburgo,RJ
9912,diadema,SP
35557,carmo do cajuru,MG
14940,ibitinga,SP
3951,sao paulo,SP
7123,guarulhos,SP
84020,ponta grossa,PR
8431,sao paulo,SP
4773,sao paulo,SP
6268,osasco,SP
3423,sao paulo,SP
2611,sao paulo,SP
22061,rio de janeiro,RJ
5424,sao paulo,SP
80030,curitiba,PR
6807,embu das artes,SP
80045,curitiba,PR
15940,fernando prestes,SP
39801,castro pires,MG
3520,sao paulo,SP
13806,mogi mirim,SP
13880,vargem grande do sul,SP
3638,sao paulo,SP
4310,sao paulo,SP
5181,sao paulo,SP
80710,curitiba,PR
88061,florianopolis,SC
7082,guarulhos,SP
13060,campinas,SP
5594,sao paulo,SP
9721,sao bernardo do campo,SP
13500,rio claro,SP
82940,curitiba,PR
17580,pompeia,SP
15502,votuporanga,SP
98975,campina das missoes,RS
14110,ribeirao preto,SP
3658,sao paulo,SP
1206,sao paulo,SP
80730,curitiba,PR
18015,sorocaba,SP
4708,sao paulo,SP
88802,criciuma,SC
74565,goiania,GO
12940,atibaia,SP
12062,taubate,SP
2955,sao paulo,SP
14079,ribeirao preto,SP
4773,sao paulo,SP
6340,carapicuiba,SP
28941,sao pedro da aldeia,RJ
83323,pinhais,PR
14940,ibitinga,SP
13321,salto,SP
17510,marilia,SP
6455,barueri,SP
14530,miguelopolis,SP
72304,brasilia,DF
3701,sao paulo,SP
2470,sao paulo,SP
52020,recife,PE
13070,campinas,SP
6330,carapicuiba,SP
18053,sorocaba,SP
3187,sao paulo,SP
7600,mairipora,SP
15810,catanduva,SP
82620,curitiba,PR
2050,sao paulo,SP
4367,sao paulo,SP
17230,itapui,SP
13033,campinas,SP
25730,petropolis,RJ
13023,campinas,SP
2134,sao paulo,SP
37135,alfenas,MG
3006,sao paulo,SP
9861,sbc,SP
80330,curitiba,PR
3265,sao paulo,SP
80220,curitiba,PR
24710,sao goncalo,RJ
86076,londrina,SP
4905,sao paulo,SP
13920,pedreira,SP
15806,catanduva,SP
21545,rio de janeiro,RJ
37564,borda da mata,MG
37795,andradas,MG
49980,neopolis,SE
8599,itaquaquecetuba,SP
17320,mineiros do tiete,SP
13224,varzea paulista,SP
3563,sao paulo,SP
7859,franco da rocha,SP
13500,rio claro,SP
6332,carapicuiba,SP
13212,jundiai,SP
82400,curitiba,PR
14092,ribeirao preto,SP
14075,ribeirao preto,SP
34006,nova lima,MG
36201,barbacena,MG
12238,sao jose dos campos,SP
9360,maua,SP
7747,caieiras,SP
4160,sao paulo,SP
9725,sao bernardo do campo,SP
9131,santo andre,SP
15290,buritama,SP
14407,franca,SP
87504,umuarama,PR
75650,morrinhos,GO
99700,erechim,RS
18200,itapetininga,SP
4710,sao paulo,SP
3631,sao paulo,SP
12240,sao jose dos campos,SP
13835,conchal,SP
8270,sao paulo,SP
89870,pinhalzinho,SC
18015,sorocaba,SP
90230,porto alegre,RS
3062,sao paulo,SP
12224,sao jose dos campos,SP
13690,descalvado,SP
11075,santos,SP
85200,pitanga,PR
22793,rio de janeiro,RJ
4870,sao paulo,SP
80230,curitiba,PR
9210,santo andre,SP
13070,campinas,SP
13880,vargem grande do sul,SP
1209,sao paulo,SP
88354,brusque,SC
13405,piracicaba,SP
4365,sao paulo,SP
17515,marilia,SP
3134,sao paulo,SP
95020,caxias do sul,RS
96400,bage,RS
3667,sao paulo,SP
5126,sao paulo,SP
86600,rolandia,PR
89190,taio,SC
6803,embu das artes,SP
3210,sao paulo,SP
18025,sorocaba,SP
16200,birigui,SP
1026,sao paulo,SP
4058,sao paulo,SP
16021,sau paulo,SP
13457,santa barbara d oeste,SP
14020,ribeirao preto,SP
19800,assis,SP
25645,petropolis,RJ
4319,sao paulo,SP
38701,patos de minas,MG
3916,sao paulo,SP
7077,garulhos,SP
30270,belo horizonte,MG
82640,curitiba,PR
89117,gaspar,SC
14940,ibitinga,SP
85601,francisco beltrao,PR
87030,maringa,PR
1511,sao paulo,SP
80240,curitiba,SP
17514,marilia,SP
2013,sao paulo,SP
18200,itapetininga,SP
35530,claudio,MG
13240,jarinu,SP
13347,indaiatuba,SP
15025,sao jose do rio preto,SP
14057,ribeirao preto,SP
38402,uberlandia,MG
31920,belo horizonte,MG
1215,sao paulo,SP
82510,curitiba,PR
95150,nova petropolis,RS
13454,santa barbara d oeste,SP
14079,riberiao preto,SP
4276,sao paulo,SP
13506,rio claro,SP
15807,catanduva,SP
88340,camboriu,SC
14076,ribeirao preto,SP
88270,nova trento,SC
18103,sorocaba,SP
96020,pelotas,RS
82510,curitiba,PR
65072,sao luis,MA
2285,sao paulo,SP
86039,londrina,PR
81770,curitiba,PR
19013,presidente prudente,SP
22775,rio de janeiro,RJ
3963,sao paulo,SP
15051,sao jose do rio pret,SP
13160,artur nogueira,SP
19806,assis,SP
8275,sao paulo,SP
13420,sao paulo,SP
13330,indaiatuba,SP
88102,sao jose,SC
70070,brasilia,DF
61760,eusebio,CE
89069,blumenau,SC
95800,venancio aires,RS
85880,itaipulandia,PR
7056,guarulhos,SP
9111,santo andre,SP
3378,sao paulo,SP
13040,campinas,SP
4850,sao paulo,SP
87025,maringa,PR
80540,curitiba,PR
85601,francisco beltrao,PR
83402,colombo,PR
14940,ibitinga,SP
86010,londrina,PR
3431,sao paulo,SP
14096,ribeirao preto,SP
31210,belo horizonte,MG
9541,sao caetano do sul,SP
14090,ribeirao preto,SP
15076,sao jose do rio preto,SP
13070,campinas,SP
5424,sao paulo,SP
15093,sao jose do rio preto,SP
93347,novo hamburgo,RS
44600,ipira,BA
2119,sao paulo,SP
88306,itajai,SC
52010,recife,PE
83280,guaratuba,PR
8290,sao paulo,SP
83535,campo magro,PR
3052,sao paulo,SP
36325,tiradentes,MG
30270,belo horizonte,MG
13076,campinas,SP
82515,curitiba,PR
13456,santa barbara d oeste,SP
15075,sao jose do rio preto,SP
19804,assis,SP
8050,sao paluo,SP
87060,maringa,PR
11442,guaruja,SP
4367,sao paulo,SP
26051,rio de janeiro,RJ
87040,maringa,PR
5061,sao paulo,SP
85801,cascavel,PR
13215,jundiai,SP
83823,fazenda rio grande,PR
37443,baependi,MG
9170,santo andre,SP
81070,curitiba,PR
88090,florianopolis,SC
81260,curitiba,PR
4756,sao paulo,SP
31255,belo horizonte,MG
3809,sao paulo,SP
14085,ribeirao preto,SP
9812,sao bernardo do campo,SP
5734,sao paulo,SP
6900,embu guacu,SP
24445,sao goncalo,RJ
3461,sao paulo,SP
35530,claudio,MG
5763,sao paulo,SP
72318,brasilia,DF
17011,bauru,SP
14085,ribeirao preto,SP
79104,campo grande,MS
9720,sao bernardo do campo,SP
2451,sao paulo,SP
85200,pitanga,PR
3962,sao paulo,SP
4282,sao paulo,SP
6276,osasco,SP
1021,sao paulo,SP
86703,arapongas,PR
14403,franca,SP
11701,praia grande,SP
14940,ibitinga,SP
8226,sao paulo,SP
9530,sao caetano do sul,SP
3001,sao paulo,SP
17056,bauru,SP
4843,sao paulo,SP
31520,belo horizonte,MG
9350,maua,SP
88075,florianopolis,SP
14401,franca,SP
38408,uberlandia,MG
13456,santa barbara d oeste,SP
1550,sao paulo,SP
74343,goiania,GO
7133,guarulhos,SP
81050,curitiba,PR
89251,jaragua do sul,SC
96530,paraiso do sul,RS
12570,aparecida,SP
18015,sorocaba,SP
36773,cataguases,MG
2634,sao paulo,SP
82520,curitiba,PR
44600,ipira,SP
17250,bariri,SP
36300,sao joao del rei,MG
12231,sao jose dos campos,SP
13177,sumare,SP
13465,americana,SP
32185,contagem,MG
3647,sao paulo,SP
8710,mogi das cruzes,SP
14940,ibitinga,SP
4809,sao paulo,SP
13900,amparo,SP
27353,barra mansa,RJ
88306,itajai,SC
4362,sao paulo,SP
